Utilised_Bandwith_Rate,Packet_Drop_Rate,Full_Bandwidth,Average_Delay_Time_Per_Sec,Percentage_Of_Lost_Packet_Rate,Percentage_Of_Lost_Byte_Rate,Packet_Received_Rate,of_Used_Bandwidth,Lost_Bandwidth,Packet_Transmitted,Packet_Received,Packet_lost,Transmitted_Byte,Received_Byte,10_Run_AVG_Drop_Rate,10_Run_AVG_Bandwith_Use,10_Run_Delay,Flood_Status,Node_Status,Class
0.804499,0.207652,1000.0,0.0005610000000000001,20.759709,20.765245,0.7923479999999999,804.49875,195.50125,90324.0,71568.0,18756.0,130066560.0,103057920.0,0.15366300000000002,0.772319,0.001127,0.023049,0,1
0.255375,0.748487,300.0,0.003407,74.84128199999998,74.848664,0.251513,76.6125,223.3875,27092.0,6814.0,20278.0,39012480.0,9812160.0,0.494001,0.227284,0.001277,0.296401,2,2
0.780688,0.231163,900.0,0.000488,23.113834,23.116295,0.768837,702.61875,197.38125,81276.0,62488.0,18788.0,117037440.0,89982720.0,0.18493,0.765074,0.000947,0.031438,0,1
0.518925,0.489148,300.0,0.001236,48.907427,48.91480900000001,0.5108520000000001,155.6775,144.3225,27092.0,13840.0,13252.0,39012480.0,19929600.0,0.371753,0.451465,0.001068,0.115243,1,2
0.796233,0.21601,800.0,0.000499,21.594119,21.596888,0.78399,636.98625,163.01375,72228.0,56626.0,15602.0,104008320.0,81545760.0,0.153367,0.780308,0.001041,0.027606,0,1
0.46875,0.538535,300.0,0.001276,53.84615400000001,53.853536,0.461465,140.625,159.375,27092.0,12502.0,14590.0,39012480.0,18002880.0,0.350048,0.4125,0.001038,0.136519,1,2
0.792514,0.220435,700.0,0.0004190000000000001,22.034005,22.043487,0.779565,554.76,145.24,63284.0,49334.0,13950.0,91128960.0,71040960.0,0.185165,0.776664,0.000944,0.037033,0,1
0.5556,0.452975,300.0,0.001833,45.290123,45.297505,0.547025,166.68,133.32,27092.0,14820.0,12272.0,39012480.0,21340800.0,0.330672,0.47226,0.000957,0.085975,1,2
0.677775,0.332737,600.0,0.000427,33.262587,33.27366,0.667263,406.665,193.335,54184.0,36155.0,18029.0,78024960.0,52063200.0,0.27284400000000003,0.657442,0.000901,0.057297,1,1
0.54765,0.4608,300.0,0.001911,46.072641,46.080024,0.5392,164.295,135.705,27092.0,14608.0,12484.0,39012480.0,21035520.0,0.354816,0.492885,0.000908,0.102897,1,2
0.771255,0.240329,500.0,0.000434,24.019651,24.032929,0.759671,385.6275,114.3725,45188.0,34328.0,10860.0,65070720.0,49432320.0,0.185054,0.748117,0.0007570000000000001,0.011103,0,1
0.686888,0.32374899999999995,300.0,0.001577,32.367489,32.374871,0.676251,206.06625,93.93375,27092.0,18321.0,8771.0,39012480.0,26382240.0,0.223387,0.666281,0.000865,0.004468,0,1
0.76455,0.247537,400.0,0.000989,24.748201,24.753735,0.752463,305.82,94.18,36140.0,27194.0,8946.0,52041600.0,39159360.0,0.160899,0.7263229999999999,0.000784,0.008045,0,2
0.7321880000000001,0.279308,300.0,0.000474,27.923372,27.930754,0.720692,219.65625,80.34375,27092.0,19525.0,7567.0,39012480.0,28012480.0,0.189929,0.710222,0.000725,0.001899,0,1
0.357525,0.648088,300.0,0.00043,64.768197,64.8088,0.351912,107.2575,192.7425,27092.0,9534.0,17558.0,39012480.0,13728960.0,0.505509,0.314622,0.000868,0.272975,2,2
0.56925,0.439687,300.0,0.000538,43.957626,43.968699,0.5603130000000001,170.775,129.225,27092.0,15180.0,11912.0,39012480.0,21859200.0,0.373734,0.5009399999999999,0.000874,0.104646,1,1
0.679106,0.332339,200.0,0.0013310000000000002,33.222812,33.233864000000004,0.667661,135.82125,64.17875,18096.0,12082.0,6014.0,26058240.0,17398080.0,0.219344,0.597614,0.00098,0.021934,0,1
0.832838,0.180238,300.0,0.000491,18.012697,18.023771,0.8197620000000001,249.85125,50.14875,27092.0,22209.0,4883.0,39012480.0,31980960.0,0.133376,0.807852,0.000886,0.0,0,0
0.4167,0.5906279999999999,100.0,0.000547,58.554377,59.062776,0.409372,41.67,58.33,9048.0,3704.0,5344.0,13029120.0,5333760.0,0.431158,0.370863,0.0008869999999999998,0.375108,2,3
0.822225,0.190536,300.0,0.00141,19.046213,19.053595,0.8094640000000001,246.6675,53.3325,27092.0,21930.0,5162.0,39012480.0,31579200.0,0.16005,0.7811140000000001,0.000995,0.024008,0,1
0.67095,0.339328,800.0,0.00041,33.924517,33.932824,0.660672,536.76,263.24,72228.0,47719.0,24509.0,104008320.0,68715360.0,0.254496,0.644112,0.000746,0.050899,0,2
0.430594,0.576121,400.0,0.0017640000000000004,57.60653000000001,57.612064,0.423879,172.2375,227.7625,36140.0,15319.0,20821.0,52041600.0,22059360.0,0.472419,0.370311,0.000951,0.448798,2,3
0.737388,0.273882,900.0,0.000483,27.380777,27.388159,0.726118,663.64875,236.35125,81276.0,59016.0,22260.0,117037440.0,84983040.0,0.20815,0.715266,0.000831,0.037467,0,1
0.5634279999999999,0.445545,400.0,0.001486,44.548976,44.55451,0.554455,225.37125,174.62875,36140.0,20038.0,16102.0,52041600.0,28854720.0,0.29406,0.507085,0.000948,0.117624,1,2
0.669164,0.341114,800.0,0.000491,34.103118,34.111425,0.658886,535.33125,264.66875,72228.0,47590.0,24638.0,104008320.0,68529600.0,0.228547,0.635706,0.0008300000000000001,0.038853,0,2
0.748495,0.263827,700.0,0.000495,26.373175,26.382656,0.736173,523.94625,176.05375,63284.0,46588.0,16696.0,91128960.0,67086720.0,0.208423,0.718555,0.000904,0.031263,0,1
0.523659,0.4845600000000001,400.0,0.00152,48.45047,48.456004,0.51544,209.46375,190.53625,36140.0,18628.0,17512.0,52041600.0,26824320.0,0.387648,0.466057,0.0008990000000000002,0.120171,1,2
0.6359060000000001,0.374073,400.0,0.001348,37.401771,37.407305,0.625927,254.3625,145.6375,36140.0,22621.0,13519.0,52041600.0,32574240.0,0.265592,0.623188,0.000822,0.039839,0,1
0.67875,0.331906,600.0,0.000484,33.083566999999995,33.19061,0.668094,407.25,192.75,54184.0,36200.0,17984.0,78024960.0,52125000.0,0.238972,0.5905130000000001,0.000808,0.047794,0,2
0.6959529999999999,0.315053,400.0,0.0004860000000000001,31.496956,31.505257,0.684947,278.38125,121.61875,36140.0,24754.0,11386.0,52041600.0,35645760.0,0.255193,0.675075,0.000805,0.015312,0,1
0.723105,0.28782,500.0,0.0006900000000000001,28.777552000000004,28.781978,0.71218,361.5525,138.4475,45188.0,32182.0,13006.0,65070720.0,46342030.0,0.244647,0.694181,0.0008089999999999999,0.014679,0,1
0.54585,0.463473,200.0,0.000495,46.330681,46.347259,0.5365270000000001,109.17,90.83,18096.0,9709.0,8387.0,26058240.0,13980960.0,0.384682,0.463973,0.000767,0.107711,1,2
0.384609,0.62161,400.0,0.000427,62.000553,62.16104,0.37839,153.84375,246.15625,36140.0,13675.0,22465.0,52041600.0,19692000.0,0.435127,0.326918,0.000754,0.30894,2,2
0.797006,0.215606,400.0,0.001155,21.555064,21.560598,0.7843939999999999,318.8025,81.1975,36140.0,28348.0,7792.0,52041600.0,40821120.0,0.166017,0.789036,0.0008410000000000001,0.006640999999999999,0,1
0.68685,0.323933,300.0,0.000446,32.371179999999995,32.393326,0.676067,206.055,93.945,27092.0,18316.0,8776.0,39012480.0,26375040.0,0.265625,0.679982,0.000759,0.013281,0,2
0.772059,0.240343,400.0,0.000831,24.028777,24.034311,0.7596569999999999,308.82375,91.17625,36140.0,27454.0,8686.0,52041600.0,39533760.0,0.197081,0.764339,0.000755,0.017737,0,2
0.362756,0.643291,200.0,0.001223,64.318081,64.329134,0.356709,72.55125,127.44875,18096.0,6455.0,11641.0,26058240.0,9295200.0,0.495334,0.31197,0.000787,0.386361,2,3
0.864534,0.14917,400.0,0.000453,14.911454999999998,14.916989,0.85083,345.81375,54.18625,36140.0,30749.0,5391.0,52041600.0,44278560.0,0.111877,0.847244,0.00079,0.0,0,0
0.400613,0.606432,100.0,0.0005269999999999999,60.521662,60.643236,0.393568,40.06125,59.93875,9048.0,3561.0,5487.0,13029120.0,5127840.0,0.4608890000000001,0.340521,0.000786,0.29036,2,1
0.579116,0.429498,1000.0,0.00048,42.943182,42.949825,0.5705020000000001,579.11625,420.88375,90324.0,51530.0,38794.0,130066560.0,74203200.0,0.335009,0.521205,0.0005059999999999999,0.077052,1,1
0.276818,0.727428,500.0,0.001247,72.738338,72.74276400000002,0.272572,138.40875,361.59125,45188.0,12317.0,32871.0,65070720.0,17736480.0,0.480102,0.249136,0.000826,0.307265,2,2
0.439853,0.566721,500.0,0.0012109999999999998,56.667699,56.672125,0.433279,219.92625,280.07375,45188.0,19579.0,25609.0,65070720.0,28193760.0,0.408039,0.373875,0.000735,0.2081,2,1
0.6761,0.334256,900.0,0.000414,33.418229,33.425611,0.665744,608.49,291.51,81276.0,54109.0,27167.0,117037440.0,77916960.0,0.217266,0.655817,0.0007440000000000001,0.036935,0,1
0.5405340000000001,0.467958,400.0,0.001533,46.79026,46.795794,0.532042,216.21375,183.78625,36140.0,19228.0,16912.0,52041600.0,27688320.0,0.350968,0.470265,0.000786,0.094761,1,1
0.487148,0.519828,500.0,0.0011220000000000002,51.978401,51.982827,0.480172,243.57375,256.42625,45188.0,21698.0,23490.0,65070720.0,31245120.0,0.353483,0.414075,0.000814,0.14139300000000002,1,2
0.548505,0.459768,500.0,0.001253,45.972382,45.976808,0.5402319999999999,274.2525,225.7475,45188.0,24412.0,20776.0,65070720.0,35153280.0,0.390803,0.471714,0.000742,0.132873,1,1
0.674984,0.336041,700.0,0.000418,33.594589,33.604071000000005,0.663959,472.48875,227.51125,63284.0,42018.0,21266.0,91128960.0,60505920.0,0.278914,0.654734,0.000715,0.092042,1,1
0.619133,0.390015,500.0,0.000799,38.997079,39.001505,0.609985,309.56625,190.43375,45188.0,27564.0,17624.0,65070720.0,39692160.0,0.25351,0.5386449999999999,0.0007740000000000001,0.040562,0,1
0.6646310000000001,0.345656,600.0,0.0005639999999999999,34.561863,34.565554,0.6543439999999999,398.77875,201.22125,54184.0,35455.0,18729.0,78024960.0,51055200.0,0.262698,0.6314,0.000733,0.039405,0,1
0.5643130000000001,0.444424,900.0,0.00041,44.435012,44.442394,0.5555760000000001,507.88125,392.11875,81276.0,45155.0,36121.0,117037440.0,65023200.0,0.306653,0.502238,0.0006580000000000001,0.07359700000000001,1,2
0.542475,0.465301,500.0,0.001291,46.525626,46.53005200000001,0.5346989999999999,271.2375,228.7625,45188.0,24162.0,21026.0,65070720.0,34793280.0,0.339669,0.471953,0.000808,0.112091,1,2
0.646791,0.363475,400.0,0.000432,36.330935,36.347537,0.636525,258.71625,141.28375,36140.0,23004.0,13136.0,52041600.0,33125700.0,0.283511,0.5756439999999999,0.000785,0.104899,1,1
0.759645,0.251748,500.0,0.0010279999999999998,25.170399,25.174825,0.748252,379.8225,120.1775,45188.0,33812.0,11376.0,65070720.0,48689280.0,0.203916,0.729259,0.00079,0.012235,0,1
0.640463,0.369593,300.0,0.000468,36.937103,36.95925,0.630408,192.13875,107.86125,27092.0,17079.0,10013.0,39012480.0,24593760.0,0.240235,0.6212489999999999,0.000724,0.014413999999999996,0,2
0.872685,0.140568,500.0,0.000953,14.052403,14.056829,0.859432,436.3425,63.6575,45188.0,38836.0,6352.0,65070720.0,55923840.0,0.108238,0.829051,0.000696,0.0,0,0
0.623081,0.387489,200.0,0.000426,38.715738,38.74889500000001,0.6125109999999999,124.61625,75.38375,18096.0,11084.0,7012.0,26058240.0,15960960.0,0.321616,0.529619,0.000686,0.093269,1,1
0.861525,0.151567,500.0,0.000961,15.152253,15.156679,0.848433,430.7625,69.2375,45188.0,38339.0,6849.0,65070720.0,55208160.0,0.121253,0.818449,0.000686,0.0,0,0
0.559238,0.450597,100.0,0.000704,44.993369,45.059682,0.549403,55.92375,44.07625,9048.0,4971.0,4077.0,13029120.0,7158240.0,0.351466,0.492129,0.0006259999999999999,0.087866,1,1
0.28785,0.716558,600.0,0.001081,71.652148,71.655839,0.283442,172.71,427.29,54184.0,15358.0,38826.0,78024960.0,22115520.0,0.530253,0.253308,0.000595,0.477228,2,3
0.6790609999999999,0.331119,1000.0,0.000478,33.104158,33.111908,0.6688810000000001,679.06125,320.93875,90324.0,60416.0,29908.0,130066560.0,86999040.0,0.26158400000000004,0.651899,0.000523,0.047085,0,1
0.378919,0.626919,600.0,0.000434,62.680865,62.691939,0.373081,227.35125,372.64875,54184.0,20215.0,33969.0,78024960.0,29109600.0,0.438844,0.322081,0.000566,0.285248,2,2
0.650763,0.359097,900.0,0.000799,35.907279,35.90974,0.640903,585.68625,314.31375,81276.0,52090.0,29186.0,117037440.0,75009600.0,0.237004,0.5856859999999999,0.000566,0.042661,0,1
0.468563,0.538794,600.0,0.000424,53.77233100000001,53.879374,0.4612060000000001,281.1375,318.8625,54184.0,24990.0,29194.0,78024960.0,35985600.0,0.371768,0.417021,0.000582,0.092942,1,2
0.617527,0.391884,800.0,0.000865,39.185634,39.188403,0.608116,494.02125,305.97875,72228.0,43923.0,28305.0,104008320.0,63249120.0,0.30175100000000005,0.537248,0.000582,0.090525,1,1
0.551775,0.456851,600.0,0.000426,45.679536,45.685073,0.543149,331.065,268.935,54184.0,29430.0,24754.0,78024960.0,42379200.0,0.301521,0.469009,0.000589,0.117593,1,2
0.611196,0.398726,700.0,0.000421,39.867897,39.872638,0.601274,427.8375,272.1625,63284.0,38051.0,25233.0,91128960.0,54793440.0,0.307019,0.519517,0.000591,0.092106,1,1
0.349013,0.656338,600.0,0.000424,65.62823,65.63376600000001,0.343662,209.4075,390.5925,54184.0,18621.0,35563.0,78024960.0,26814240.0,0.557887,0.31411100000000003,0.000643,0.457467,2,3
0.549713,0.458881,600.0,0.000436,45.884394,45.888085,0.5411189999999999,329.8275,270.1725,54184.0,29320.0,24864.0,78024960.0,42220800.0,0.367105,0.4672560000000001,0.000646,0.146842,1,1
0.666244,0.344031,600.0,0.000863,34.399454,34.403145,0.6559689999999999,399.74625,200.25375,54184.0,35543.0,18641.0,78024960.0,51181920.0,0.254583,0.6329319999999999,0.0006450000000000001,0.050917,0,1
0.613058,0.39599,500.0,0.000438,39.594583,39.599009,0.60401,306.52875,193.47125,45188.0,27294.0,17894.0,65070720.0,39303360.0,0.265313,0.545621,0.000606,0.053063,0,2
0.729263,0.282113,600.0,0.000938,28.207589,28.21128,0.7178869999999999,437.5575,162.4425,54184.0,38898.0,15286.0,78024960.0,56013120.0,0.211585,0.700092,0.000604,0.031738,0,1
0.5575220000000001,0.4513,400.0,0.0004280000000000001,45.113448,45.13005,0.5487,223.00875,176.99125,36140.0,19830.0,16310.0,52041600.0,28555200.0,0.374579,0.479469,0.0006,0.112374,1,2
0.7568060000000001,0.254872,600.0,0.000925,25.483538,25.487229,0.745128,454.08375,145.91625,54184.0,40374.0,13810.0,78024960.0,58138560.0,0.170764,0.734102,0.000685,0.010246,0,1
0.389288,0.6168239999999999,300.0,0.000445,61.586446,61.682415,0.383176,116.78625,183.21375,27092.0,10381.0,16711.0,39012480.0,14948640.0,0.474955,0.342573,0.000628,0.327719,2,2
0.839569,0.17344600000000002,600.0,0.0008880000000000002,17.340912,17.344604,0.8265540000000001,503.74125,96.25875,54184.0,44786.0,9398.0,78024960.0,64491840.0,0.145695,0.8227770000000001,0.000699,0.008742,0,1
0.360394,0.645944,200.0,0.000455,64.273873,64.594385,0.354056,72.07875,127.92125,18096.0,6407.0,11689.0,26058240.0,9226080.0,0.452161,0.306335,0.000647,0.28486100000000003,2,2
0.8990809999999999,0.114868,600.0,0.000421,11.486786,11.486786,0.8851319999999999,539.44875,60.55125,54184.0,47960.0,6224.0,78024960.0,69062400.0,0.09534,0.8811,0.000644,0.0,0,0
0.401175,0.60588,100.0,0.000512,60.543767,60.587975,0.39412,40.1175,59.8825,9048.0,3566.0,5482.0,13029120.0,5135040.0,0.424116,0.361058,0.0006900000000000001,0.216299,2,1
0.414338,0.5927279999999999,100.0,0.0032700000000000003,59.250663,59.272767,0.407272,41.43375,58.56625,9048.0,3685.0,5363.0,13029120.0,5306400.0,0.403055,0.364617,0.001392,0.342597,2,2
0.65565,0.354181,1000.0,0.000907,35.411408,35.418051,0.6458189999999999,655.65,344.35,90324.0,58333.0,31991.0,130066560.0,83999520.0,0.25501,0.557303,0.000741,0.043352,0,1
0.416555,0.590054,700.0,0.001191,59.002275,59.005436,0.409946,291.58875,408.41125,63284.0,25943.0,37341.0,91128960.0,37357920.0,0.395336,0.358238,0.000742,0.134414,1,2
0.4266,0.579857,1000.0,0.000611,57.979053,57.985696,0.420143,426.6,573.4,90324.0,37949.0,52375.0,130066560.0,54646560.0,0.492878,0.375408,0.0005200000000000001,0.34994400000000003,2,2
0.48105,0.526721,700.0,0.001087,52.668921,52.67208100000001,0.473279,336.735,363.265,63284.0,29951.0,33333.0,91128960.0,43129440.0,0.4213770000000001,0.413703,0.000662,0.252826,2,1
0.5616979999999999,0.446918,800.0,0.0004190000000000001,44.683502,44.691809,0.553082,449.35875,350.64125,72228.0,39948.0,32280.0,104008320.0,57525120.0,0.290497,0.499912,0.000592,0.110389,1,1
0.522273,0.486347,700.0,0.000425,48.631566,48.634726,0.513653,365.59125,334.40875,63284.0,32506.0,30778.0,91128960.0,46808640.0,0.398805,0.4648229999999999,0.000637,0.099701,1,1
0.381729,0.624455,700.0,0.00084,62.442323,62.44548399999999,0.375545,267.21,432.79,63284.0,23766.0,39518.0,91128960.0,34223040.0,0.524542,0.328287,0.000641,0.267516,2,2
0.601039,0.408761,700.0,0.000957,40.87289000000001,40.876051,0.5912390000000001,420.7275,279.2725,63284.0,37416.0,25868.0,91128960.0,53879040.0,0.30657,0.576998,0.000616,0.07664299999999999,1,1
0.565725,0.443046,600.0,0.00043,44.293518,44.304592,0.556954,339.435,260.565,54184.0,30178.0,24006.0,78024960.0,43456320.0,0.350006,0.486524,0.0006230000000000001,0.084002,1,2
0.667141,0.34370500000000004,700.0,0.000916,34.367297,34.370457,0.656295,466.99875,233.00125,63284.0,41533.0,21751.0,91128960.0,59807520.0,0.26809,0.56707,0.000624,0.042894,0,1
0.55872,0.449788,500.0,0.000438,44.965478,44.978755,0.550212,279.36,220.64,45188.0,24863.0,20325.0,65070720.0,35802720.0,0.31485100000000005,0.486086,0.0006,0.088158,1,2
0.735975,0.276136,700.0,0.000449,27.608874,27.613615000000006,0.7238640000000001,515.1825,184.8175,63284.0,45809.0,17475.0,91128960.0,65964960.0,0.215386,0.713896,0.000598,0.043077,0,1
0.5460470000000001,0.46259,400.0,0.000451,46.247925,46.258993,0.53741,218.41875,181.58125,36140.0,19422.0,16718.0,52041600.0,27967680.0,0.300683,0.485982,0.0006309999999999999,0.06915700000000001,1,2
0.800196,0.212818,700.0,0.000824,21.27868,21.281841,0.7871819999999999,560.1375,139.8625,63284.0,49816.0,13468.0,91128960.0,71735040.0,0.17663900000000002,0.784193,0.0007019999999999999,0.026496,0,1
0.539288,0.469179,300.0,0.000468,46.895763,46.917909,0.530821,161.78625,138.21375,27092.0,14381.0,12711.0,39012480.0,20708640.0,0.31435,0.463787,0.000656,0.097448,1,2
0.8567520000000001,0.157354,700.0,0.000615,15.732255,15.735415,0.8426459999999999,599.72625,100.27375,63284.0,53326.0,9958.0,91128960.0,76789440.0,0.133751,0.8396170000000001,0.000705,0.0,0,0
0.549675,0.459604,200.0,0.001019,45.949381,45.960433,0.540396,109.935,90.065,18096.0,9779.0,8317.0,26058240.0,14081760.0,0.326319,0.489211,0.000683,0.08810599999999999,1,1
0.912263,0.102664,700.0,0.000433,10.261678,10.266418,0.897336,638.58375,61.41625,63284.0,56787.0,8497.0,91128960.0,81773280.0,0.081105,0.8757719999999999,0.000674,0.0,0,0
0.65835,0.441645,100.0,0.000705,44.120248,44.164456,0.558355,65.835,34.165,9048.0,5052.0,3996.0,13029120.0,7274880.0,0.313568,0.592515,0.000672,0.09407,1,1
0.257316,0.746663,800.0,0.000414,74.62895300000002,74.66633399999998,0.253337,205.8525,594.1475,72228.0,18298.0,53930.0,104008320.0,26349120.0,0.612264,0.223865,0.0006900000000000001,0.465321,2,3
0.6363340000000001,0.373146,1000.0,0.00075,37.306807,37.314556,0.626854,636.33375,363.66625,90324.0,56620.0,33704.0,130066560.0,81532800.0,0.309711,0.559974,0.0006900000000000001,0.061942,1,1
0.413747,0.592526,800.0,0.001094,59.249875,59.252644,0.407474,330.9975,469.0025,72228.0,29431.0,42797.0,104008320.0,42380640.0,0.444395,0.35996,0.000677,0.439951,2,3
0.506413,0.5012300000000001,900.0,0.000409,50.115655,50.123038,0.49877,455.77125,444.22875,81276.0,40538.0,40738.0,117037440.0,58374720.0,0.405997,0.455771,0.000628,0.357277,2,3
0.5706979999999999,0.437988,800.0,0.000908,43.796035,43.798804,0.562012,456.55875,343.44125,72228.0,40593.0,31635.0,104008320.0,58453920.0,0.310972,0.502215,0.0006730000000000001,0.080853,1,1
